feat_avg_cluster_size,feat_color_entropy,feat_density,feat_floating_potential,feat_max_chain_depth,feat_shot_pressure,level_id,medium_clear_rate,medium_eac,medium_eac_all,seed,strong_clear_rate,strong_eac,strong_eac_all,weak_clear_rate,weak_eac,weak_eac_all
3.5833333333333335,0.999609836367807,0.5375,4.037037037037037,14.0,0.27906976744186046,L000,1.0,10.133333333333333,10.133333333333333,1000,1.0,10.733333333333333,10.733333333333333,1.0,11.9,11.9
1.3333333333333333,1.4773344666381945,0.3,1.4871794871794872,8.0,0.5833333333333334,L001,1.0,20.583333333333332,20.583333333333332,1001,1.0,18.3,18.3,0.9833333333333333,21.35593220338983,21.7
1.5151515151515151,1.584381457724494,0.625,0.6896551724137931,8.0,0.28,L002,1.0,20.733333333333334,20.733333333333334,1002,1.0,17.433333333333334,17.433333333333334,0.9833333333333333,21.389830508474578,21.733333333333334
1.3,1.5844322829781463,0.65,0.7530864197530864,5.0,0.2692307692307692,L003,0.9833333333333333,21.576271186440678,21.916666666666668,1003,1.0,20.433333333333334,20.433333333333334,0.95,25.24561403508772,26.083333333333332
1.5789473684210527,0.9709505944546686,0.375,2.3875,11.0,0.4,L004,1.0,13.35,13.35,1004,1.0,11.45,11.45,1.0,14.55,14.55
1.3529411764705883,0.9986359641585718,0.2875,1.5147058823529411,11.0,0.5217391304347826,L005,1.0,9.5,9.5,1005,1.0,9.516666666666667,9.516666666666667,1.0,13.2,13.2
1.411764705882353,0.9798687566511528,0.3,2.303030303030303,7.0,0.5,L006,1.0,11.9,11.9,1006,1.0,13.766666666666667,13.766666666666667,1.0,14.1,14.1
1.5,0.9993375041688847,0.4125,2.1444444444444444,11.0,0.36363636363636365,L007,1.0,8.433333333333334,8.433333333333334,1007,1.0,7.95,7.95,1.0,11.233333333333333,11.233333333333333
1.1481481481481481,1.3987153592677852,0.3875,0.8290598290598291,10.0,0.45161290322580644,L008,1.0,19.166666666666668,19.166666666666668,1008,1.0,17.783333333333335,17.783333333333335,0.95,20.105263157894736,21.2
2.6666666666666665,1.4056390622295665,0.7,1.0,7.0,0.25,L009,1.0,13.0,13.0,1009,1.0,10.616666666666667,10.616666666666667,0.9833333333333333,17.983050847457626,18.383333333333333
1.36,1.5205689178037254,0.425,0.4883720930232558,8.0,0.47058823529411764,L010,0.8833333333333333,24.150943396226417,26.933333333333334,1010,0.95,19.964912280701753,21.366666666666667,0.85,28.372549019607842,31.316666666666666
1.5151515151515151,1.584381457724494,0.625,1.434782608695652,8.0,0.28,L011,0.95,20.263157894736842,21.35,1011,0.9833333333333333,18.25423728813559,18.65,0.9666666666666667,21.224137931034484,21.916666666666668
1.2083333333333333,1.5832262740679837,0.3625,1.3247863247863247,8.0,0.4827586206896552,L012,1.0,23.183333333333334,23.183333333333334,1012,0.9833333333333333,20.983050847457626,21.333333333333332,0.95,23.50877192982456,24.433333333333334
1.5806451612903225,1.5843655930691722,0.6125,1.0952380952380953,11.0,0.2857142857142857,L013,1.0,21.666666666666668,21.666666666666668,1013,0.9833333333333333,19.593220338983052,19.966666666666665,0.9666666666666667,24.224137931034484,24.816666666666666
1.7586206896551724,1.5308588039128206,0.6375,0.6666666666666666,6.0,0.27450980392156865,L014,1.0,20.633333333333333,20.633333333333333,1014,0.9833333333333333,20.203389830508474,20.566666666666666,0.95,22.894736842105264,23.85
2.2857142857142856,1.5830827666506657,0.6,1.3859649122807018,5.0,0.2916666666666667,L015,0.9833333333333333,18.152542372881356,18.55,1015,1.0,17.083333333333332,17.083333333333332,0.95,20.94736842105263,22.0
2.1481481481481484,1.5147239826031003,0.725,0.9365079365079365,5.0,0.2413793103448276,L016,1.0,13.283333333333333,13.283333333333333,1016,1.0,11.633333333333333,11.633333333333333,1.0,13.283333333333333,13.283333333333333
1.3846153846153846,1.7049039546465012,0.45,0.9191176470588235,6.0,0.4444444444444444,L017,0.8666666666666667,28.78846153846154,31.35,1017,0.9666666666666667,28.413793103448278,29.066666666666666,0.8333333333333334,31.68,34.4
1.65,1.301386299279609,0.4125,1.2272727272727273,6.0,0.48484848484848486,L018,0.8666666666666667,25.423076923076923,28.433333333333334,1018,0.9833333333333333,22.779661016949152,23.2,0.85,27.313725490196077,30.416666666666668
1.3225806451612903,1.5788720570183736,0.5125,0.898989898989899,11.0,0.34146341463414637,L019,0.9666666666666667,22.051724137931036,22.716666666666665,1019,1.0,19.95,19.95,1.0,23.166666666666668,23.166666666666668
1.8214285714285714,1.9497566836994373,0.6375,0.6413793103448275,9.0,0.35294117647058826,L020,0.7166666666666667,29.813953488372093,36.666666666666664,1020,0.9,29.925925925925927,32.333333333333336,0.6166666666666667,34.5945945945946,42.03333333333333
1.875,1.7933331592559045,0.5625,0.9166666666666666,11.0,0.35555555555555557,L021,0.7666666666666667,26.869565217391305,31.8,1021,0.9666666666666667,28.120689655172413,28.783333333333335,0.8333333333333334,31.84,34.53333333333333
2.0,1.7182727760455143,0.55,1.3212121212121213,8.0,0.4090909090909091,L022,0.6166666666666667,36.810810810810814,43.4,1022,0.8333333333333334,33.0,36.5,0.7,35.95238095238095,41.36666666666667
1.3243243243243243,1.7878533478423297,0.6125,0.8467741935483871,5.0,0.32653061224489793,L023,0.95,20.70175438596491,22.066666666666666,1023,0.9666666666666667,20.275862068965516,21.2,0.8333333333333334,26.7,30.25
1.3103448275862069,1.638253359471275,0.475,0.8958333333333334,7.0,0.42105263157894735,L024,0.75,29.711111111111112,34.28333333333333,1024,0.9833333333333333,27.06779661016949,27.416666666666668,0.7833333333333333,32.765957446808514,36.06666666666667
1.5357142857142858,1.4807677632682554,0.5375,0.8702702702702703,6.0,0.4186046511627907,L025,0.8333333333333334,31.68,35.4,1025,0.9666666666666667,24.56896551724138,25.55,0.85,31.215686274509803,34.63333333333333
1.225,1.7420775979024783,0.6125,0.6532258064516129,10.0,0.32653061224489793,L026,0.8,30.583333333333332,34.06666666666667,1026,0.95,25.31578947368421,26.45,0.8166666666666667,35.265306122448976,37.6
1.1724137931034482,1.8979212893835284,0.425,0.5961538461538461,9.0,0.47058823529411764,L027,0.7333333333333333,28.818181818181817,33.93333333333333,1027,1.0,26.35,26.35,0.7833333333333333,31.106382978723403,34.766666666666666
2.2777777777777777,1.4515119722974619,0.5125,1.1,7.0,0.43902439024390244,L028,0.8166666666666667,27.775510204081634,32.583333333333336,1028,0.9333333333333333,21.946428571428573,24.083333333333332,0.7833333333333333,28.23404255319149,33.81666666666667
1.92,1.6330164706437702,0.6,1.13125,5.0,0.375,L029,0.85,26.470588235294116,30.6,1029,0.9666666666666667,16.137931034482758,17.4,0.7,29.547619047619047,36.88333333333333
1.8333333333333333,1.7285408034966259,0.6875,0.7608695652173914,4.0,0.36363636363636365,L030,0.45,35.629629629629626,49.03333333333333,1030,0.8666666666666667,28.807692307692307,32.96666666666667,0.48333333333333334,40.48275862068966,50.56666666666667
1.4642857142857142,1.6393008595966694,0.5125,0.5416666666666666,6.0,0.4878048780487805,L031,0.75,23.444444444444443,32.583333333333336,1031,0.9833333333333333,15.779661016949152,16.516666666666666,0.7333333333333333,22.772727272727273,32.7
1.95,1.4964051960553861,0.4875,1.1764705882352942,7.0,0.46153846153846156,L032,0.6666666666666666,29.6,37.733333333333334,1032,0.9166666666666666,30.163636363636364,32.15,0.6666666666666666,34.1,40.733333333333334
1.7727272727272727,1.3690769344234988,0.4875,1.0952380952380953,9.0,0.5128205128205128,L033,0.8,18.5,26.8,1033,0.95,12.543859649122806,14.916666666666666,0.7166666666666667,27.0,36.35
2.0434782608695654,1.6074739244334917,0.5875,1.1197916666666667,7.0,0.425531914893617,L034,0.45,39.25925925925926,50.666666666666664,1034,0.8666666666666667,31.75,35.516666666666666,0.4,41.708333333333336,52.68333333333333
1.4666666666666666,1.8031333505578773,0.55,1.0914285714285714,9.0,0.4090909090909091,L035,0.65,33.56410256410256,40.71666666666667,1035,0.9166666666666666,34.32727272727273,35.96666666666667,0.5666666666666667,37.411764705882355,44.6
1.5714285714285714,1.6710096089097604,0.55,0.584,7.0,0.4090909090909091,L036,0.7166666666666667,32.093023255813954,38.3,1036,0.9166666666666666,29.727272727272727,31.75,0.6333333333333333,33.13157894736842,40.78333333333333
1.9230769230769231,1.5945306685707368,0.625,1.088,10.0,0.36,L037,0.9,16.72222222222222,20.45,1037,1.0,10.35,10.35,0.7333333333333333,24.136363636363637,32.1
1.7826086956521738,1.5861927422437196,0.5125,1.4756756756756757,9.0,0.43902439024390244,L038,0.6333333333333333,33.36842105263158,40.93333333333333,1038,0.85,25.49019607843137,29.766666666666666,0.5166666666666667,35.225806451612904,44.3
1.8823529411764706,1.6927408149441479,0.4,1.0685714285714285,9.0,0.5625,L039,0.7666666666666667,28.043478260869566,34.1,1039,0.9666666666666667,23.25862068965517,24.283333333333335,0.7166666666666667,27.627906976744185,35.1
2.227272727272727,1.397060256877317,0.6125,1.5574712643678161,9.0,0.40816326530612246,L040,0.6166666666666667,30.945945945945947,42.083333333333336,1040,0.9666666666666667,23.603448275862068,24.816666666666666,0.6333333333333333,36.0,44.8
1.65625,1.8938826359648384,0.6625,0.9506172839506173,5.0,0.37735849056603776,L041,0.4666666666666667,34.785714285714285,48.233333333333334,1041,0.9,28.35185185185185,31.516666666666666,0.4666666666666667,36.607142857142854,49.083333333333336
1.2894736842105263,1.7638203304517117,0.6125,0.6604938271604939,9.0,0.40816326530612246,L042,0.38333333333333336,38.43478260869565,51.733333333333334,1042,0.7333333333333333,41.77272727272727,46.63333333333333,0.4166666666666667,44.92,53.71666666666667
2.0,1.921111926944143,0.525,0.880184331797235,6.0,0.5238095238095238,L043,0.4666666666666667,36.535714285714285,52.25,1043,0.8333333333333334,31.0,36.833333333333336,0.38333333333333336,46.391304347826086,58.483333333333334
1.0,1.3221793455166666,0.1375,0.07317073170731707,9.0,1.8181818181818181,L044,0.6,34.44444444444444,44.666666666666664,1044,0.9,30.203703703703702,33.18333333333333,0.6166666666666667,37.0,45.81666666666667
2.0833333333333335,1.6603071343153897,0.625,1.132183908045977,7.0,0.4,L045,0.55,31.727272727272727,44.45,1045,0.95,27.350877192982455,28.983333333333334,0.4666666666666667,36.535714285714285,49.05
1.6818181818181819,1.9355970427341234,0.4625,0.8996138996138996,8.0,0.5945945945945946,L046,0.5333333333333333,42.0625,53.233333333333334,1046,0.7833333333333333,36.212765957446805,42.666666666666664,0.4166666666666667,35.72,53.38333333333333
2.090909090909091,1.4622985133298678,0.575,0.8151260504201681,9.0,0.4782608695652174,L047,0.6333333333333333,24.894736842105264,39.96666666666667,1047,0.95,15.596491228070175,18.116666666666667,0.55,35.84848484848485,49.416666666666664
2.65,1.4306147792757005,0.6625,1.4320987654320987,9.0,0.37735849056603776,L048,0.6166666666666667,35.21621621621622,44.71666666666667,1048,0.95,29.385964912280702,30.916666666666668,0.5166666666666667,34.38709677419355,46.766666666666666
1.7777777777777777,1.5996017527145814,0.6,1.2701149425287357,6.0,0.4166666666666667,L049,0.6166666666666667,34.08108108108108,44.016666666666666,1049,0.8333333333333334,30.96,35.8,0.43333333333333335,46.42307692307692,54.11666666666667
2.3125,1.4775164991138787,0.4625,1.308641975308642,7.0,0.5405405405405406,L050,0.6333333333333333,30.13157894736842,41.083333333333336,1050,0.95,22.50877192982456,24.383333333333333,0.5333333333333333,28.96875,43.45
1.6551724137931034,1.5805971114956805,0.6,0.783410138248848,11.0,0.4583333333333333,L051,0.45,31.74074074074074,50.583333333333336,1051,0.8833333333333333,31.30188679245283,35.35,0.43333333333333335,38.69230769230769,54.166666666666664
2.0,1.6188386818320677,0.575,1.2634408602150538,7.0,0.43478260869565216,L052,0.48333333333333334,42.172413793103445,51.38333333333333,1052,0.85,38.705882352941174,41.9,0.45,44.44444444444444,53.0
2.2777777777777777,2.041277024643219,0.5125,1.2678571428571428,7.0,0.5365853658536586,L053,0.5166666666666667,31.580645161290324,48.21666666666667,1053,0.9,22.14814814814815,26.533333333333335,0.26666666666666666,31.875,56.9
1.6071428571428572,1.9408129111288193,0.5625,0.5190476190476191,8.0,0.4888888888888889,L054,0.36666666666666664,44.22727272727273,58.016666666666666,1054,0.7666666666666667,43.58695652173913,48.81666666666667,0.3333333333333333,42.3,58.1
1.3611111111111112,2.058161766165524,0.6125,0.6285714285714286,4.0,0.4489795918367347,L055,0.55,29.90909090909091,46.15,1055,0.9,21.59259259259259,26.033333333333335,0.48333333333333334,36.48275862068966,51.733333333333334
1.3666666666666667,1.8049216912858674,0.5125,0.7472527472527473,10.0,0.5365853658536586,L056,0.36666666666666664,37.90909090909091,55.7,1056,0.7,39.214285714285715,47.25,0.18333333333333332,55.0,63.983333333333334
1.875,1.8511336534156269,0.5625,1.2333333333333334,11.0,0.4444444444444444,L057,0.5166666666666667,33.29032258064516,46.2,1057,0.7333333333333333,33.43181818181818,40.516666666666666,0.5333333333333333,40.03125,49.35
2.0952380952380953,1.6303311258697246,0.55,1.1935483870967742,8.0,0.45454545454545453,L058,0.6833333333333333,20.390243902439025,32.93333333333333,1058,1.0,16.366666666666667,16.366666666666667,0.75,27.6,35.7
1.4814814814814814,1.6674058329691395,0.5,0.46153846153846156,11.0,0.55,L059,0.21666666666666667,47.30769230769231,61.95,1059,0.5,48.93333333333333,57.46666666666667,0.08333333333333333,52.0,64.83333333333333
2.7,1.4277655050602363,0.675,0.8933333333333333,7.0,0.37037037037037035,L060,0.31666666666666665,40.31578947368421,53.766666666666666,1060,0.7,38.142857142857146,44.7,0.31666666666666665,39.10526315789474,53.38333333333333
2.4444444444444446,1.3704165065672542,0.55,1.0546218487394958,10.0,0.5,L061,0.2833333333333333,38.8235294117647,58.3,1061,0.6666666666666666,40.275,48.85,0.3333333333333333,46.45,59.483333333333334
2.8125,1.9001701204455592,0.5625,1.5747126436781609,8.0,0.4444444444444444,L062,0.5166666666666667,35.806451612903224,47.5,1062,0.85,37.78431372549019,41.11666666666667,0.5,41.6,50.8
1.7142857142857142,1.574378370647071,0.45,0.5729166666666666,8.0,0.5555555555555556,L063,0.7833333333333333,20.680851063829788,29.2,1063,0.9833333333333333,16.35593220338983,17.083333333333332,0.8166666666666667,23.20408163265306,29.95
2.0476190476190474,1.591151605386177,0.5375,1.5763546798029557,10.0,0.5116279069767442,L064,0.2833333333333333,41.529411764705884,59.06666666666667,1064,0.7666666666666667,38.71739130434783,45.083333333333336,0.38333333333333336,42.47826086956522,56.983333333333334
2.9166666666666665,1.316198821881321,0.4375,1.1645021645021645,8.0,0.6285714285714286,L065,0.35,42.285714285714285,57.7,1065,0.8333333333333334,31.62,37.35,0.35,45.04761904761905,58.666666666666664
1.6666666666666667,1.894739663055176,0.375,0.47619047619047616,7.0,0.7333333333333333,L066,0.48333333333333334,41.793103448275865,54.3,1066,0.75,36.82222222222222,44.11666666666667,0.48333333333333334,41.03448275862069,53.93333333333333
2.217391304347826,1.7110163266218192,0.6375,1.2873563218390804,8.0,0.39215686274509803,L067,0.6333333333333333,35.973684210526315,44.78333333333333,1067,0.7833333333333333,35.255319148936174,40.61666666666667,0.5333333333333333,34.5,46.4
1.5925925925925926,1.6186614866472129,0.5375,0.53125,6.0,0.5116279069767442,L068,0.2833333333333333,51.470588235294116,61.88333333333333,1068,0.6,43.888888888888886,52.733333333333334,0.2,48.666666666666664,62.53333333333333
1.0,1.580000754875826,0.2625,0.0,0.0,0.9523809523809523,L069,0.4166666666666667,42.04,52.516666666666666,1069,0.8666666666666667,36.55769230769231,39.68333333333333,0.26666666666666666,45.0625,56.016666666666666
2.6842105263157894,1.785075161724622,0.6375,1.164021164021164,6.0,0.43137254901960786,L070,0.6,21.5,39.3,1070,0.9833333333333333,12.322033898305085,13.216666666666667,0.7333333333333333,22.704545454545453,34.25
2.7777777777777777,1.464749713172525,0.625,1.3103448275862069,11.0,0.44,L071,0.35,36.95238095238095,55.833333333333336,1071,0.8333333333333334,32.98,38.483333333333334,0.18333333333333332,43.0,61.78333333333333
1.3333333333333333,1.8611331559719915,0.45,0.4217687074829932,5.0,0.6111111111111112,L072,0.36666666666666664,41.81818181818182,57.13333333333333,1072,0.7833333333333333,39.297872340425535,45.083333333333336,0.31666666666666665,42.68421052631579,58.61666666666667
1.5909090909090908,1.6916054242478582,0.4375,0.5879120879120879,4.0,0.6285714285714286,L073,0.43333333333333335,47.5,57.983333333333334,1073,0.7166666666666667,40.44186046511628,47.68333333333333,0.26666666666666666,43.875,60.1
1.5384615384615385,1.90912588757734,0.5,0.4470046082949309,8.0,0.55,L074,0.23333333333333334,48.642857142857146,61.95,1074,0.6,47.44444444444444,54.86666666666667,0.3,47.833333333333336,60.55
2.764705882352941,1.9963250408478088,0.5875,1.5486111111111112,10.0,0.425531914893617,L075,0.6,37.27777777777778,46.36666666666667,1075,0.9166666666666666,31.636363636363637,34.0,0.5333333333333333,40.625,49.666666666666664
1.896551724137931,1.7574215259326906,0.6875,0.6685714285714286,5.0,0.4,L076,0.35,39.42857142857143,56.7,1076,0.75,36.77777777777778,44.083333333333336,0.2,47.5,62.3
1.8125,1.273555584711221,0.3625,0.6785714285714286,11.0,0.6896551724137931,L077,0.6,34.22222222222222,44.53333333333333,1077,0.9333333333333333,26.660714285714285,28.883333333333333,0.5333333333333333,34.1875,46.233333333333334
2.1666666666666665,1.9159031286359152,0.4875,1.2119815668202765,8.0,0.5641025641025641,L078,0.3333333333333333,44.35,58.78333333333333,1078,0.7666666666666667,41.30434782608695,47.06666666666667,0.3333333333333333,39.1,57.03333333333333
1.7777777777777777,1.4217709879736133,0.4,0.7083333333333334,11.0,0.625,L079,0.4666666666666667,37.392857142857146,49.45,1079,0.75,38.62222222222222,43.96666666666667,0.45,41.22222222222222,51.55
2.0,1.8198556752231894,0.4,1.4955357142857142,10.0,0.6875,L080,0.3,37.0,57.3,1080,0.7666666666666667,33.91304347826087,41.4,0.4166666666666667,35.08,53.11666666666667
2.0416666666666665,1.5757525639842007,0.6125,0.8928571428571429,9.0,0.40816326530612246,L081,0.45,38.96296296296296,50.53333333333333,1081,0.8,35.041666666666664,40.03333333333333,0.3333333333333333,41.8,53.93333333333333
3.142857142857143,1.5848750984768762,0.55,1.4075630252100841,9.0,0.5,L082,0.5333333333333333,16.71875,39.71666666666667,1082,0.9666666666666667,12.431034482758621,14.216666666666667,0.6166666666666667,25.91891891891892,41.28333333333333
2.590909090909091,1.8018005798946841,0.7125,1.344155844155844,6.0,0.38596491228070173,L083,0.4666666666666667,39.42857142857143,53.6,1083,0.9333333333333333,29.821428571428573,32.233333333333334,0.45,44.7037037037037,56.416666666666664
1.5161290322580645,1.6977785815152964,0.5875,0.5161290322580645,10.0,0.425531914893617,L084,0.5,38.93333333333333,49.46666666666667,1084,0.8166666666666667,38.46938775510204,42.416666666666664,0.36666666666666664,43.5,53.95
1.7826086956521738,1.8246352182072116,0.5125,1.1666666666666667,7.0,0.4878048780487805,L085,0.65,30.384615384615383,40.75,1085,0.9666666666666667,24.310344827586206,25.5,0.6166666666666667,31.91891891891892,42.68333333333333
1.5806451612903225,1.7079319812934803,0.6125,0.9567901234567902,8.0,0.40816326530612246,L086,0.4666666666666667,45.464285714285715,53.21666666666667,1086,0.6166666666666667,40.108108108108105,47.733333333333334,0.3333333333333333,41.55,53.85
1.8333333333333333,1.7767488490012635,0.4125,0.7532467532467533,9.0,0.6666666666666666,L087,0.43333333333333335,40.42307692307692,54.916666666666664,1087,0.7166666666666667,34.16279069767442,43.18333333333333,0.38333333333333336,41.869565217391305,56.75
2.3636363636363638,1.3405071628991212,0.325,1.25,11.0,0.8461538461538461,L088,0.43333333333333335,40.42307692307692,54.916666666666664,1088,0.7666666666666667,40.95652173913044,46.8,0.38333333333333336,48.56521739130435,59.31666666666667
2.227272727272727,1.8049245877405307,0.6125,1.3542857142857143,8.0,0.4489795918367347,L089,0.48333333333333334,34.86206896551724,50.95,1089,0.8833333333333333,37.075471698113205,40.45,0.4166666666666667,50.48,59.53333333333333
2.3636363636363638,1.4646775057593144,0.65,1.369047619047619,7.0,0.38461538461538464,L090,0.8,24.5625,31.65,1090,0.9666666666666667,17.810344827586206,19.216666666666665,0.6333333333333333,33.68421052631579,43.333333333333336
1.64,1.9565842312368962,0.5125,1.3020833333333333,11.0,0.4878048780487805,L091,0.8,19.916666666666668,27.933333333333334,1091,1.0,11.883333333333333,11.883333333333333,0.6166666666666667,27.35135135135135,39.86666666666667
1.8,1.5683182557028437,0.45,0.8774509803921569,9.0,0.5555555555555556,L092,0.48333333333333334,31.93103448275862,46.43333333333333,1092,0.9166666666666666,31.818181818181817,34.166666666666664,0.5333333333333333,40.03125,49.35
2.0952380952380953,1.697308491927272,0.55,1.3183673469387756,9.0,0.5,L093,0.31666666666666665,34.8421052631579,56.13333333333333,1093,0.8666666666666667,32.94230769230769,37.35,0.5,35.93333333333333,50.96666666666667
1.3448275862068966,1.6620861342206048,0.4875,0.5333333333333333,9.0,0.5128205128205128,L094,0.65,26.666666666666668,38.333333333333336,1094,0.9833333333333333,18.440677966101696,19.133333333333333,0.65,31.153846153846153,41.25
1.6956521739130435,1.4649754674370505,0.4875,0.8802083333333334,7.0,0.5128205128205128,L095,0.5333333333333333,37.71875,48.11666666666667,1095,0.8166666666666667,32.48979591836735,37.53333333333333,0.35,43.61904761904762,54.266666666666666
1.9090909090909092,1.9400860308813563,0.525,0.8816326530612245,6.0,0.5238095238095238,L096,0.4,43.75,57.1,1096,0.7833333333333333,41.02127659574468,46.43333333333333,0.26666666666666666,47.0625,60.95
2.3333333333333335,1.7443980121559675,0.6125,1.3885714285714286,9.0,0.4489795918367347,L097,0.4166666666666667,37.6,54.166666666666664,1097,0.8,34.75,41.0,0.4166666666666667,42.2,56.083333333333336
1.88,1.653633662355983,0.5875,1.0303030303030303,6.0,0.46808510638297873,L098,0.3,47.77777777777778,60.53333333333333,1098,0.75,40.06666666666667,46.55,0.4166666666666667,49.12,58.96666666666667
2.5238095238095237,1.3467249607171943,0.6625,1.5864197530864197,8.0,0.37735849056603776,L099,0.5333333333333333,39.34375,48.983333333333334,1099,0.7666666666666667,34.391304347826086,40.36666666666667,0.45,44.25925925925926,52.916666666666664
